 DDSCAT --- DDSCAT 7.0.7 [09.12.11]   
 TARGET --- Cyl.prism, NAT=   3940 NFAC= 788 NLAY=   5 asp.ratio= 0.1579      
 GPFAFT --- method of solution 
 GKDLDR --- prescription for polarizabilities
 CYLINDER1 --- shape 
   3940 = NAT0 = number of dipoles
 diel.tab                                                    
   0.000   0.000 = beta_min, beta_max ;  NBETA = 1
   0.000 180.000 = theta_min, theta_max; NTHETA= 5
   0.000 180.000 = phi_min, phi_max   ;   NPHI = 5
10.0000 = ETASCA (param. controlling # of scatt. dirs used to calculate <cos> etc.
 Results averaged over   25 target orientations
                   and  2 incident polarizations
   aeff       wave       Q_ext     Q_abs      Q_sca     g(1)=<cos>  <cos^2>    Q_bk       Nsca
1.9524E-02 6.2000E-01 7.9205E+00 5.9651E+00 1.9580E+00  8.9632E-04 1.0000E+00 2.1323E-01     2
1.9524E-02 6.2500E-01 6.0546E+00 4.5459E+00 1.5106E+00  8.8118E-04 1.0000E+00 1.6451E-01     2
1.9524E-02 6.3000E-01 4.8099E+00 3.6331E+00 1.1785E+00  8.4790E-04 1.0000E+00 1.2844E-01     2
1.9524E-02 6.3500E-01 3.9407E+00 3.0072E+00 9.3495E-01  8.0432E-04 1.0000E+00 1.0202E-01     2
1.9524E-02 6.4000E-01 3.5757E+00 2.7880E+00 7.8920E-01  7.3599E-04 1.0000E+00 8.6073E-02     2
1.9524E-02 6.4500E-01 3.0323E+00 2.3175E+00 7.1593E-01  6.2552E-04 1.0000E+00 7.8108E-02     2
1.9524E-02 6.5000E-01 2.3583E+00 1.7541E+00 6.0502E-01  5.5121E-04 1.0000E+00 6.6073E-02     2
1.9524E-02 6.5500E-01 1.9388E+00 1.4287E+00 5.1079E-01  4.4901E-04 1.0000E+00 5.5800E-02     2
1.9524E-02 6.6000E-01 1.5971E+00 1.1561E+00 4.4164E-01  3.0070E-04 1.0000E+00 4.8267E-02     2
1.9524E-02 6.6500E-01 1.2911E+00 9.1117E-01 3.8040E-01  1.3104E-04 1.0000E+00 4.1597E-02     2
1.9524E-02 6.7000E-01 1.0482E+00 7.2171E-01 3.2679E-01 -4.9028E-05 1.0000E+00 3.5746E-02     2
1.9524E-02 6.7500E-01 8.5758E-01 5.7470E-01 2.8315E-01 -2.4543E-04 1.0000E+00 3.1005E-02     2
1.9524E-02 6.8000E-01 7.2727E-01 4.8219E-01 2.4531E-01 -4.4713E-04 1.0000E+00 2.6874E-02     2
1.9524E-02 6.8500E-01 6.1948E-01 4.0255E-01 2.1713E-01 -6.7542E-04 1.0000E+00 2.3799E-02     2
1.9524E-02 6.9000E-01 5.0818E-01 3.1759E-01 1.9074E-01 -9.3969E-04 1.0000E+00 2.0929E-02     2
1.9524E-02 6.9500E-01 4.4919E-01 2.8153E-01 1.6779E-01 -1.2259E-03 1.0000E+00 1.8418E-02     2
1.9524E-02 7.0000E-01 3.9849E-01 2.4841E-01 1.5020E-01 -1.3006E-03 1.0000E+00 1.6497E-02     2
1.9524E-02 7.0500E-01 3.5143E-01 2.1805E-01 1.3349E-01 -1.4815E-03 1.0000E+00 1.4673E-02     2
1.9524E-02 7.1000E-01 3.3953E-01 2.2011E-01 1.1953E-01 -1.2597E-03 1.0000E+00 1.3138E-02     2
1.9524E-02 7.1500E-01 3.1242E-01 2.0414E-01 1.0839E-01 -3.3745E-04 1.0000E+00 1.1904E-02     2
1.9524E-02 7.2000E-01 3.0211E-01 2.0528E-01 9.6939E-02 -1.8965E-04 1.0000E+00 1.0644E-02     2
1.9524E-02 7.2500E-01 3.5139E-01 2.6170E-01 8.9869E-02 -6.2458E-04 1.0000E+00 9.8571E-03     2
1.9524E-02 7.3000E-01 3.0218E-01 2.1758E-01 8.4740E-02 -9.4344E-04 1.0000E+00 9.3182E-03     2
1.9524E-02 7.3500E-01 2.7743E-01 2.0217E-01 7.5384E-02 -1.2722E-03 1.0000E+00 8.2968E-03     2
1.9524E-02 7.4000E-01 3.8203E-01 3.1240E-01 6.9884E-02 -1.5900E-03 1.0000E+00 7.6826E-03     2
1.9524E-02 7.4500E-01 3.3357E-01 2.6312E-01 7.0638E-02 -1.8133E-03 1.0000E+00 7.7560E-03     2
1.9524E-02 7.5000E-01 2.8186E-01 2.1912E-01 6.2906E-02 -2.1473E-03 1.0000E+00 6.9129E-03     2
1.9524E-02 7.5500E-01 3.3698E-01 2.7613E-01 6.1090E-02 -2.4091E-03 1.0000E+00 6.7210E-03     2
1.9524E-02 7.6000E-01 2.8879E-01 2.3202E-01 5.6962E-02 -2.6027E-03 1.0000E+00 6.2643E-03     2
1.9524E-02 7.6500E-01 2.9395E-01 2.3856E-01 5.5606E-02 -2.7983E-03 1.0000E+00 6.1207E-03     2
1.9524E-02 7.7000E-01 2.2291E-01 1.7114E-01 5.1901E-02 -2.9792E-03 1.0000E+00 5.7248E-03     2
1.9524E-02 7.7500E-01 2.2178E-01 1.7444E-01 4.7470E-02 -3.3007E-03 1.0000E+00 5.2371E-03     2
1.9524E-02 7.8000E-01 2.6734E-01 2.2232E-01 4.5222E-02 -3.5885E-03 1.0000E+00 4.9740E-03     2
1.9524E-02 7.8500E-01 2.6113E-01 2.1651E-01 4.4827E-02 -3.7152E-03 1.0000E+00 4.9374E-03     2
1.9524E-02 7.9000E-01 1.8950E-01 1.4630E-01 4.3310E-02 -3.9362E-03 1.0000E+00 4.7820E-03     2
1.9524E-02 7.9500E-01 1.4168E-01 1.0202E-01 3.9728E-02 -4.3377E-03 1.0000E+00 4.3935E-03     2
1.9524E-02 8.0000E-01 1.4946E-01 1.1283E-01 3.6711E-02 -4.8806E-03 1.0000E+00 4.0614E-03     2
1.9524E-02 8.0500E-01 1.6509E-01 1.2962E-01 3.5576E-02 -5.5094E-03 1.0000E+00 3.9349E-03     2
1.9524E-02 8.1000E-01 1.2736E-01 9.3482E-02 3.3938E-02 -6.1853E-03 1.0000E+00 3.7595E-03     2
1.9524E-02 8.1500E-01 1.1479E-01 8.2980E-02 3.1864E-02 -4.6195E-03 1.0000E+00 3.5251E-03     2
1.9524E-02 8.2000E-01 9.7327E-02 6.7276E-02 3.0094E-02 -1.9139E-03 1.0000E+00 3.3233E-03     2
1.9524E-02 8.2500E-01 8.7139E-02 5.8963E-02 2.8211E-02 -2.5922E-03 1.0000E+00 3.1192E-03     2
1.9524E-02 8.3000E-01 8.1986E-02 5.5386E-02 2.6633E-02 -3.4699E-03 1.0000E+00 2.9495E-03     2
1.9524E-02 8.3500E-01 7.2771E-02 4.7663E-02 2.5135E-02 -4.1775E-03 1.0000E+00 2.7862E-03     2
1.9524E-02 8.4000E-01 6.8262E-02 4.4615E-02 2.3673E-02 -4.8137E-03 1.0000E+00 2.6263E-03     2
1.9524E-02 8.4500E-01 6.5872E-02 4.3530E-02 2.2368E-02 -5.2078E-03 1.0000E+00 2.4828E-03     2
1.9524E-02 8.5000E-01 6.3110E-02 4.2064E-02 2.1071E-02 -5.6376E-03 1.0000E+00 2.3405E-03     2
1.9524E-02 8.5500E-01 6.7027E-02 4.7265E-02 1.9793E-02 -6.3061E-03 1.0000E+00 2.1999E-03     2
1.9524E-02 8.6000E-01 8.4179E-02 6.5610E-02 1.8622E-02 -5.7886E-03 1.0000E+00 2.0664E-03     2
1.9524E-02 8.6500E-01 1.0172E-01 8.3940E-02 1.7859E-02 -3.2232E-03 1.0000E+00 1.9737E-03     2
1.9524E-02 8.7000E-01 1.1998E-01 1.0320E-01 1.6904E-02 -3.7011E-03 1.0000E+00 1.8651E-03     2
1.9524E-02 8.7500E-01 1.6446E-01 1.4778E-01 1.6896E-02 -4.2237E-03 1.0000E+00 1.8536E-03     2
1.9524E-02 8.8000E-01 1.6370E-01 1.4731E-01 1.6608E-02 -4.7353E-03 1.0000E+00 1.8170E-03     2
1.9524E-02 8.8500E-01 1.8147E-01 1.6465E-01 1.7108E-02 -5.0134E-03 1.0000E+00 1.8647E-03     2
1.9524E-02 8.9000E-01 1.1687E-01 1.0006E-01 1.6929E-02 -5.3196E-03 1.0000E+00 1.8701E-03     2
1.9524E-02 8.9500E-01 7.2428E-02 5.6579E-02 1.5899E-02 -5.7213E-03 1.0000E+00 1.7652E-03     2
1.9524E-02 9.0000E-01 5.4426E-02 3.9488E-02 1.4967E-02 -6.0964E-03 1.0000E+00 1.6642E-03     2
